gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,tenure_group,monthly_tenure_ratio,total_services,has_security_bundle,has_support,has_streaming_bundle,is_new_customer,is_high_value,contract_risk,avg_monthly_spend,Churn
Male,No,Yes,Yes,67,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,No,Mailed check,60.05,3994.05,49-72,0.8830882352941176,5,1,1,0,0,0,1,58.73602941176471,0
Male,No,Yes,Yes,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,25.7,1110.5,25-48,0.5711111111111111,2,0,0,0,0,0,1,24.677777777777777,0
Female,No,Yes,No,7,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.2,477.55,0-12,8.65,2,0,0,0,0,0,2,59.69375,0
Male,Yes,Yes,No,52,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),104.45,5481.25,49-72,1.9707547169811321,7,0,1,1,0,1,1,103.41981132075472,0
Male,No,No,No,16,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),69.95,1205.5,13-24,4.114705882352942,2,0,0,0,0,0,2,70.91176470588235,0
Male,No,Yes,No,8,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,54.75,445.85,0-12,6.083333333333333,4,0,0,0,0,0,2,49.53888888888889,0
Male,No,No,No,7,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),64.3,445.95,0-12,8.0375,5,0,1,0,0,0,2,55.74375,0
Male,No,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.8,1414.65,49-72,0.27123287671232876,1,0,0,0,0,0,0,19.378767123287673,0
Male,Yes,Yes,No,7,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),29.8,220.45,0-12,3.725,2,0,0,0,0,0,2,27.55625,0
Male,No,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.35,422.7,13-24,0.925,1,0,0,0,0,0,1,19.213636363636365,0
Male,Yes,No,No,35,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,73.0,2471.25,25-48,2.0277777777777777,6,0,1,1,0,1,1,68.64583333333333,0
Female,No,Yes,Yes,60,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,49.75,3069.45,49-72,0.8155737704918032,4,0,0,1,0,0,2,50.31885245901639,0
Male,Yes,No,No,8,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.6,819.4,0-12,11.177777777777777,6,0,0,1,0,1,2,91.04444444444444,1
Male,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.8,146.65,0-12,23.266666666666666,2,0,0,0,1,0,2,48.88333333333333,0
Female,No,Yes,Yes,12,No,No phone service,DSL,No,No,No,Yes,No,No,One year,No,Credit card (automatic),30.25,368.85,0-12,2.326923076923077,2,0,1,0,0,0,1,28.373076923076926,0
Male,No,No,No,3,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,29.6,79.45,0-12,7.4,2,0,0,0,1,0,2,19.8625,1
Female,No,Yes,Yes,72,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),70.65,5011.15,49-72,0.9678082191780822,6,1,0,0,0,1,0,68.6458904109589,0
Female,No,No,No,52,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),111.25,5916.45,49-72,2.099056603773585,8,1,1,1,0,1,1,111.6311320754717,1
Male,No,No,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.2,908.15,25-48,0.4085106382978723,1,0,0,0,0,0,0,19.322340425531916,0
Female,No,Yes,No,12,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Electronic check,78.85,876.75,0-12,6.065384615384615,7,0,0,1,0,1,1,67.4423076923077,0
Female,No,No,No,37,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),100.3,3541.4,25-48,2.639473684210526,6,0,1,1,0,1,2,93.19473684210527,0
Male,No,No,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.8,849.9,25-48,0.4604651162790698,1,0,0,0,0,0,1,19.765116279069765,0
Male,No,No,No,58,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),80.65,4807.35,49-72,1.366949152542373,4,0,1,0,0,1,2,81.48050847457628,0
Male,No,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.05,267.0,0-12,1.5423076923076924,1,0,0,0,0,0,1,20.53846153846154,0
Male,No,Yes,Yes,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.95,1377.7,49-72,0.2891304347826087,1,0,0,0,0,0,0,19.96666666666667,0
Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,46.3,46.3,0-12,23.15,2,0,0,0,1,0,2,23.15,1
Female,No,Yes,Yes,44,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),56.25,2419.55,25-48,1.25,4,0,1,0,0,0,2,53.76777777777778,0
Female,Yes,Yes,No,71,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),109.7,7904.25,49-72,1.5236111111111112,8,1,1,1,0,1,0,109.78125,0
Male,No,No,No,29,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,34.3,1004.75,25-48,1.1433333333333333,3,0,1,0,0,0,2,33.49166666666667,0
Male,No,No,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),26.1,980.35,25-48,0.7457142857142858,2,0,0,0,0,0,0,28.01,0
Male,No,Yes,No,6,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,91.0,531.0,0-12,13.0,5,0,0,0,1,1,2,75.85714285714286,1
Female,Yes,Yes,No,62,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),97.95,5936.55,49-72,1.5547619047619048,6,0,0,0,0,1,1,94.23095238095239,0
Female,Yes,No,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.05,417.0,13-24,0.8717391304347827,1,0,0,0,0,0,1,18.130434782608695,0
Female,Yes,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),104.6,6819.45,49-72,1.5611940298507463,7,0,0,1,0,1,1,101.78283582089551,0
Male,No,No,Yes,1,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,33.6,33.6,0-12,16.8,3,0,1,0,1,0,2,16.8,0
Male,No,Yes,Yes,50,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),105.95,5341.8,49-72,2.077450980392157,7,0,0,1,0,1,2,104.74117647058824,1
Male,No,Yes,No,66,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,No,Mailed check,96.6,6424.25,49-72,1.4417910447761193,7,1,1,0,0,1,0,95.88432835820896,0
Male,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),115.15,8349.45,49-72,1.5773972602739728,9,1,1,1,0,1,0,114.37602739726029,0
Male,No,No,Yes,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.15,537.35,25-48,0.6839285714285713,1,0,0,0,0,0,2,19.19107142857143,0
Male,No,No,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.45,136.75,0-12,2.43125,1,0,0,0,0,0,1,17.09375,0
Male,No,No,No,14,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),55.5,767.55,13-24,3.7,4,0,0,0,0,0,2,51.169999999999995,0
Male,No,No,No,26,No,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,35.75,1022.5,25-48,1.3240740740740742,3,0,1,0,0,0,2,37.870370370370374,0
Female,No,No,No,11,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.25,888.65,0-12,6.270833333333333,3,0,0,0,0,1,2,74.05416666666666,0
Female,No,Yes,No,33,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),59.55,2016.3,25-48,1.7514705882352941,6,0,1,1,0,0,0,59.30294117647059,0
Male,No,Yes,Yes,47,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,90.5,4318.35,25-48,1.8854166666666667,9,1,1,1,0,1,0,89.965625,0
Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.1,19.1,0-12,9.55,1,0,0,0,1,0,2,9.55,1
Male,No,No,No,15,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,51.55,765.5,13-24,3.221875,3,0,0,0,0,0,2,47.84375,1
Male,Yes,Yes,Yes,66,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,108.45,7076.35,49-72,1.6186567164179104,8,0,1,1,0,1,1,105.61716417910448,0
Male,No,Yes,Yes,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.1,930.95,25-48,0.6783783783783784,2,0,0,0,0,0,0,25.160810810810812,0
Male,No,Yes,Yes,45,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),95.95,4456.65,25-48,2.0858695652173913,6,0,0,0,0,1,2,96.8836956521739,0
Female,No,No,No,24,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.15,2494.65,13-24,4.166,7,0,0,1,0,1,2,99.786,0
Female,Yes,No,No,3,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,73.85,196.4,0-12,18.4625,3,0,0,0,1,1,2,49.1,0
Female,No,Yes,Yes,61,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),115.1,7008.15,49-72,1.8564516129032258,9,1,1,1,0,1,0,113.03467741935484,0
Female,No,Yes,Yes,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),25.6,917.15,25-48,0.7314285714285714,2,0,0,0,0,0,1,26.204285714285714,0
Female,No,Yes,No,68,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),70.9,4911.35,49-72,1.027536231884058,7,1,1,0,0,1,0,71.17898550724638,0
Male,No,No,No,16,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),74.55,1170.5,13-24,4.385294117647058,3,0,1,0,0,1,2,68.8529411764706,0
Male,Yes,Yes,No,32,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),80.3,2483.05,25-48,2.433333333333333,3,0,0,0,0,1,2,75.2439393939394,1
Female,No,Yes,Yes,26,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),38.85,1025.15,25-48,1.4388888888888889,4,1,1,0,0,0,2,37.96851851851852,0
Female,No,Yes,Yes,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.2,702.9,25-48,0.518918918918919,1,0,0,0,0,0,2,18.997297297297298,0
Female,No,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.25,71.2,0-12,5.0625,1,0,0,0,1,0,1,17.8,0
Male,Yes,No,No,8,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),100.3,832.35,0-12,11.144444444444444,6,0,1,1,0,1,2,92.48333333333333,1
Female,No,Yes,No,37,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,One year,No,Credit card (automatic),68.1,2479.25,25-48,1.7921052631578946,6,0,1,0,0,0,1,65.24342105263158,0
Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.45,20.45,0-12,10.225,1,0,0,0,1,0,0,10.225,0
Male,No,Yes,Yes,68,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,56.4,3948.45,49-72,0.817391304347826,6,1,1,0,0,0,0,57.223913043478255,0
Male,No,No,No,25,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.8,2043.45,25-48,3.2615384615384615,4,0,0,0,0,1,2,78.59423076923078,1
Female,No,Yes,No,17,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),75.4,1322.55,13-24,4.188888888888889,6,0,0,1,0,1,2,73.475,0
Male,No,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,104.1,7040.85,49-72,1.5308823529411764,7,0,0,1,0,1,1,103.54191176470589,1
Female,Yes,No,No,5,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,28.45,131.05,0-12,4.741666666666666,2,0,0,0,1,0,2,21.84166666666667,1
Male,Yes,Yes,No,57,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),71.1,4140.1,49-72,1.225862068965517,6,0,0,0,0,1,1,71.38103448275862,0
Male,No,No,No,8,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),70.7,553.4,0-12,7.855555555555556,2,0,0,0,0,1,2,61.48888888888889,0
Male,Yes,No,No,55,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,44.85,2479.05,49-72,0.8008928571428572,4,1,0,0,0,0,2,44.268750000000004,0
Female,No,No,No,56,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),45.05,2560.1,49-72,0.7903508771929824,5,1,1,0,0,0,0,44.9140350877193,0
Female,Yes,Yes,No,19,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.95,1760.25,13-24,4.7475000000000005,5,0,0,1,0,1,2,88.0125,0
Female,No,Yes,Yes,51,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.15,4018.55,49-72,1.5221153846153848,4,1,0,0,0,1,2,77.2798076923077,0
Female,No,Yes,Yes,67,No,No phone service,DSL,Yes,No,No,Yes,No,No,Two year,No,Credit card (automatic),35.7,2545.7,49-72,0.525,3,0,1,0,0,0,0,37.436764705882354,0
Male,No,No,No,53,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,80.6,4348.1,49-72,1.4925925925925925,4,0,1,0,0,1,2,80.52037037037037,0
Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.75,19.75,0-12,9.875,1,0,0,0,1,0,2,9.875,0
Male,No,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.7,342.4,13-24,1.1588235294117646,1,0,0,0,0,0,2,20.141176470588235,1
Female,No,No,No,26,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),54.75,1406.9,25-48,2.0277777777777777,4,0,0,0,0,0,2,52.10740740740741,0
Male,No,No,No,45,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,75.95,3273.8,25-48,1.6510869565217392,6,0,0,1,0,1,2,71.16956521739131,0
Male,No,Yes,No,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,25.4,1139.2,25-48,0.5291666666666667,2,0,0,0,0,0,2,23.733333333333334,0
Male,Yes,Yes,No,33,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.5,3105.55,25-48,2.7794117647058822,5,0,0,1,0,1,2,91.33970588235294,1
Female,No,No,No,15,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,84.45,1287.85,13-24,5.278125,8,1,1,1,0,1,2,80.490625,0
Female,No,Yes,Yes,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.0,833.55,25-48,0.46511627906976744,1,0,0,0,0,0,0,19.384883720930233,0
Male,No,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,20.05,0-12,10.025,1,0,0,0,1,0,2,10.025,0
Female,Yes,No,No,56,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),104.75,5510.65,49-72,1.837719298245614,7,0,0,1,0,1,1,96.67807017543859,1
Female,Yes,No,No,53,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,96.75,5206.55,49-72,1.7916666666666667,6,1,1,0,0,1,1,96.4175925925926,0
Female,No,No,No,15,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,105.1,1582.75,13-24,6.56875,7,0,1,1,0,1,2,98.921875,1
Male,No,No,No,16,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,54.85,916.15,13-24,3.226470588235294,6,1,1,0,0,0,0,53.891176470588235,0
Male,No,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.7,415.9,13-24,0.9380952380952381,1,0,0,0,0,0,1,19.804761904761904,0
Male,Yes,Yes,No,15,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,96.5,1392.25,13-24,6.03125,6,0,0,0,0,1,2,87.015625,0
Male,Yes,No,Yes,38,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,80.45,3162.65,25-48,2.062820512820513,4,0,0,0,0,1,2,81.09358974358975,0
Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,56.25,56.25,0-12,28.125,3,0,0,0,1,0,2,28.125,1
Female,No,Yes,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.6,1134.25,49-72,0.33793103448275863,1,0,0,0,0,0,0,19.55603448275862,0
Male,Yes,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),109.55,7920.7,49-72,1.5006849315068493,8,1,0,1,0,1,0,108.5027397260274,0
Female,No,No,No,54,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,100.1,5440.9,49-72,1.8199999999999998,6,0,1,1,0,1,2,98.92545454545454,1
Male,No,Yes,Yes,30,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),54.45,1588.7,25-48,1.756451612903226,4,0,0,0,0,0,2,51.248387096774195,0
Female,No,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.6,402.5,0-12,12.6,3,0,0,0,1,1,2,67.08333333333333,0
Female,Yes,Yes,No,65,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),109.4,7227.45,49-72,1.6575757575757577,8,1,0,1,0,1,2,109.50681818181818,0
Female,No,No,No,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.75,692.1,25-48,0.9519230769230769,2,0,0,0,0,0,0,26.61923076923077,1
Male,No,Yes,Yes,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.0,860.85,25-48,0.4444444444444444,1,0,0,0,0,0,1,19.13,0
Female,Yes,Yes,No,71,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Credit card (automatic),80.7,5676.0,49-72,1.1208333333333333,4,0,0,0,0,1,0,78.83333333333333,0
Female,No,Yes,Yes,24,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,One year,No,Electronic check,78.4,1832.4,13-24,3.136,7,1,0,1,0,1,1,73.296,0
Male,No,Yes,No,51,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),90.35,4614.55,49-72,1.7374999999999998,5,0,0,0,0,1,1,88.74134615384615,0
Male,No,No,No,62,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),90.7,5586.45,49-72,1.4396825396825397,6,1,0,0,0,1,2,88.67380952380952,0
Female,Yes,Yes,No,47,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,80.35,3825.85,25-48,1.6739583333333332,4,0,0,0,0,1,2,79.70520833333333,1
Male,No,No,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.35,212.3,0-12,1.4884615384615385,1,0,0,0,0,0,0,16.33076923076923,0
Male,No,No,Yes,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.7,24.7,0-12,12.35,1,0,0,0,1,0,2,12.35,0
Male,No,No,No,68,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,108.45,7176.55,49-72,1.5717391304347827,8,0,1,1,0,1,1,104.00797101449275,1
Male,Yes,Yes,No,52,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),105.1,5376.4,49-72,1.9830188679245282,7,0,0,1,0,1,1,101.44150943396225,0
Female,No,Yes,Yes,26,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,60.05,1616.15,25-48,2.224074074074074,5,0,1,0,0,0,2,59.85740740740741,1
Male,No,No,No,13,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.15,931.75,13-24,5.010714285714286,2,0,0,0,0,1,2,66.55357142857143,0
Female,No,Yes,No,58,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Electronic check,68.4,3972.25,49-72,1.1593220338983052,6,0,1,0,0,0,1,67.32627118644068,0
Male,No,Yes,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.05,746.75,25-48,0.5569444444444445,1,0,0,0,0,0,1,20.743055555555557,0
Male,Yes,No,No,51,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),94.0,4905.75,49-72,1.8076923076923077,5,0,0,1,0,1,1,94.34134615384616,0
Male,No,Yes,Yes,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.85,1267.05,49-72,0.3007575757575758,1,0,0,0,0,0,0,19.19772727272727,0
Female,No,No,No,23,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),55.8,1327.85,13-24,2.3249999999999997,4,0,0,0,0,0,1,55.32708333333333,0
Male,No,Yes,No,4,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,80.6,319.15,0-12,16.119999999999997,4,0,1,0,1,1,2,63.83,1
Female,No,Yes,No,34,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.45,3414.65,25-48,2.87,6,0,0,1,0,1,2,97.56142857142858,0
Male,No,Yes,No,13,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,75.3,989.45,13-24,5.378571428571428,6,0,0,1,0,1,1,70.675,1
Male,Yes,No,No,68,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,95.9,6503.2,49-72,1.3898550724637682,6,0,0,0,0,1,2,94.24927536231884,0
Male,No,Yes,Yes,69,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Mailed check,39.1,2779.5,49-72,0.5585714285714286,4,0,1,0,0,0,0,39.707142857142856,0
Female,No,Yes,Yes,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.25,717.95,25-48,0.5472972972972973,1,0,0,0,0,0,0,19.404054054054054,0
Female,No,Yes,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.5,79.05,0-12,4.1,1,0,0,0,1,0,1,15.809999999999999,0
Male,No,Yes,Yes,17,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,62.1,1096.65,13-24,3.45,5,0,1,0,0,0,1,60.925000000000004,0
Male,No,Yes,No,14,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.1,1235.55,13-24,5.739999999999999,4,0,0,0,0,1,2,82.36999999999999,1
Male,No,Yes,Yes,70,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Credit card (automatic),68.95,4858.7,49-72,0.9711267605633803,6,0,0,0,0,0,0,68.43239436619719,0
Male,No,Yes,No,42,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),106.15,4512.7,25-48,2.468604651162791,7,0,1,1,0,1,2,104.94651162790697,1
Male,No,Yes,No,43,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,80.2,3581.6,25-48,1.8227272727272728,7,0,0,1,0,1,1,81.39999999999999,0
Male,No,Yes,No,8,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,75.0,658.1,0-12,8.333333333333334,3,0,0,0,0,1,2,73.12222222222222,0
Male,No,Yes,Yes,64,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),109.2,6741.15,49-72,1.68,8,0,1,1,0,1,0,103.71,0
